time,temperature
2026-02-12 15:00:58.966+00,25.02
2026-02-12 15:01:03.967+00,25.15
2026-02-12 15:01:08.994+00,24.81
2026-02-12 15:01:14.013+00,25.14
2026-02-12 15:01:19.136+00,25.32
2026-02-12 15:01:24.038+00,24.55
2026-02-12 15:01:29.159+00,24.5
2026-02-12 15:01:34.075+00,24.93
2026-02-12 15:01:39.094+00,25.06
2026-02-12 15:01:44.011+00,25.44
2026-02-12 15:01:49.026+00,25.24
2026-02-12 15:01:54.057+00,25.21
2026-02-12 15:01:58.974+00,24.79
2026-02-12 15:02:04.087+00,25.34
2026-02-12 15:02:09.017+00,24.62
2026-02-12 15:02:14.013+00,24.63
2026-02-12 15:02:19.028+00,25.4
2026-02-12 15:02:23.997+00,25.45
2026-02-12 15:02:29.066+00,24.94
2026-02-12 15:02:34.032+00,25.01
2026-02-12 15:02:39.099+00,24.68
2026-02-12 15:02:43.978+00,25.28
2026-02-12 15:02:49.032+00,24.89
2026-02-12 15:02:54.058+00,25.03
2026-02-12 15:02:58.974+00,24.73
2026-02-12 15:03:03.983+00,25.18
2026-02-12 15:03:08.976+00,24.92
2026-02-12 15:03:14.122+00,24.95
2026-02-12 15:03:19.034+00,25.14
2026-02-12 15:03:24.061+00,25.38
2026-02-12 15:03:29.071+00,25.47
2026-02-12 15:03:34.113+00,24.81
2026-02-12 15:03:39.006+00,25.19
2026-02-12 15:03:44.128+00,24.5
2026-02-12 15:03:51.704+00,24.89
2026-02-12 15:03:53.965+00,24.94
2026-02-12 15:03:59.093+00,24.91
2026-02-12 15:04:06.654+00,25.22
2026-02-12 15:04:12.026+00,25.02
2026-02-12 15:04:14.018+00,24.77
2026-02-12 15:04:19.245+00,24.6
2026-02-12 15:04:24.065+00,25.26
2026-02-12 15:04:29.014+00,24.63
2026-02-12 15:04:33.99+00,24.59
2026-02-12 15:04:39.007+00,25.02
2026-02-12 15:04:43.972+00,24.96
2026-02-12 15:04:49.041+00,24.97
2026-02-12 15:04:54.063+00,25.48
2026-02-12 15:04:58.967+00,24.95
2026-02-12 15:05:03.993+00,24.91
2026-02-12 15:05:09.012+00,25.09
2026-02-12 15:05:13.981+00,25.33
2026-02-12 15:05:19.149+00,24.66
2026-02-12 15:05:24.066+00,25.25
2026-02-12 15:05:28.973+00,24.82
2026-02-12 15:05:34.017+00,24.74
2026-02-12 15:05:38.99+00,25.02
2026-02-12 15:05:44.018+00,24.59
2026-02-12 15:05:50.898+00,24.93
2026-02-12 15:05:53.98+00,24.88
2026-02-12 15:06:02.192+00,24.84
2026-02-12 15:06:03.994+00,25.46
2026-02-12 15:06:08.986+00,25.18
2026-02-12 15:06:14.038+00,25.43
2026-02-12 15:06:19.054+00,25.01
2026-02-12 15:06:24.071+00,25.2
2026-02-12 15:06:28.985+00,24.74
2026-02-12 15:06:34.019+00,25.42
2026-02-12 15:06:39.021+00,24.93
2026-02-12 15:06:44.041+00,25.41
2026-02-12 15:06:49.055+00,24.51
2026-02-12 15:06:53.972+00,24.96
2026-02-12 15:06:58.987+00,25.44
2026-02-12 15:07:04.009+00,25.08
2026-02-12 15:07:09.026+00,24.93
2026-02-12 15:07:14.041+00,25.19
2026-02-12 15:07:19.06+00,25.1
2026-02-12 15:07:24.077+00,25
2026-02-12 15:07:28.993+00,25.24
2026-02-12 15:07:34.011+00,24.93
2026-02-12 15:07:39.026+00,24.62
2026-02-12 15:07:44.045+00,25.01
2026-02-12 15:07:49.06+00,25.07
2026-02-12 15:07:54.081+00,24.97
2026-02-12 15:07:58.996+00,24.5
2026-02-12 15:08:04.012+00,25.15
2026-02-12 15:08:09.032+00,24.99
2026-02-12 15:08:14.063+00,25.23
2026-02-12 15:08:19.067+00,25.12
2026-02-12 15:08:24.082+00,24.73
2026-02-12 15:08:28.998+00,24.99
2026-02-12 15:08:34.018+00,24.76
2026-02-12 15:08:39.032+00,25.43
2026-02-12 15:08:44.054+00,24.97
2026-02-12 15:08:49.171+00,24.79
2026-02-12 15:08:54.085+00,25.32
2026-02-12 15:08:59.008+00,25.14
2026-02-12 15:09:04.027+00,24.79
2026-02-12 15:09:09.042+00,25.48
2026-02-12 15:09:14.055+00,24.88
2026-02-12 15:09:19.072+00,25.19
2026-02-12 15:09:23.985+00,24.95
2026-02-12 15:09:29.003+00,24.89
2026-02-12 15:09:34.02+00,25.09
2026-02-12 15:09:39.039+00,25.07
2026-02-12 15:09:44.055+00,24.95
2026-02-12 15:09:49.072+00,25.4
2026-02-12 15:09:54.095+00,24.93
2026-02-12 15:09:59.01+00,24.55
2026-02-12 15:10:04.047+00,25.27
2026-02-12 15:10:09.042+00,25.24
2026-02-12 15:10:14.061+00,24.64
2026-02-12 15:10:19.076+00,25.07
2026-02-12 15:10:23.992+00,25.24
2026-02-12 15:10:29.02+00,24.68
2026-02-12 15:10:34.028+00,24.79
2026-02-12 15:10:39.045+00,24.58
2026-02-12 15:10:44.063+00,25.08
2026-02-12 15:10:49.078+00,24.99
2026-02-12 15:10:53.994+00,25
2026-02-12 15:10:59.013+00,24.84
2026-02-12 15:11:04.042+00,24.52
2026-02-12 15:11:09.054+00,25.47
2026-02-12 15:11:14.065+00,24.99
2026-02-12 15:11:18.999+00,25.25
2026-02-12 15:11:24+00,24.8
2026-02-12 15:11:29.136+00,25.25
2026-02-12 15:11:34.034+00,25.24
2026-02-12 15:11:39.158+00,25.13
2026-02-12 15:11:44.069+00,25.28
2026-02-12 15:11:48.985+00,25.21
2026-02-12 15:11:54.001+00,24.93
2026-02-12 15:11:59.023+00,24.89
2026-02-12 15:12:04.035+00,25.01
2026-02-12 15:12:09.065+00,24.58
2026-02-12 15:12:14.073+00,24.68
2026-02-12 15:12:18.986+00,24.67
2026-02-12 15:12:24.006+00,24.74
2026-02-12 15:12:29.021+00,25.42
2026-02-12 15:12:34.038+00,25.27
2026-02-12 15:12:39.056+00,25.19
2026-02-12 15:12:44.074+00,24.74
2026-02-12 15:12:48.998+00,25.01
2026-02-12 15:12:54.014+00,25.48
2026-02-12 15:12:59.031+00,24.91
2026-02-12 15:13:04.042+00,24.63
2026-02-12 15:13:09.063+00,25.33
2026-02-12 15:13:14.077+00,24.6
2026-02-12 15:13:18.992+00,24.97
2026-02-12 15:13:24.011+00,24.62
2026-02-12 15:13:29.032+00,25.46
2026-02-12 15:13:34.051+00,25.08
2026-02-12 15:13:39.063+00,24.87
2026-02-12 15:13:43.979+00,24.77
2026-02-12 15:13:48.994+00,24.58
2026-02-12 15:13:54.014+00,24.95
2026-02-12 15:13:59.033+00,24.51
2026-02-12 15:14:04.049+00,24.56
2026-02-12 15:14:09.075+00,25.22
2026-02-12 15:14:13.983+00,24.94
2026-02-12 15:14:18.999+00,25.22
2026-02-12 15:14:24.017+00,24.74
2026-02-12 15:14:29.035+00,25.49
2026-02-12 15:14:34.051+00,25.08
2026-02-12 15:14:39.069+00,24.98
2026-02-12 15:14:43.984+00,25.15
2026-02-12 15:14:49.001+00,24.9
2026-02-12 15:14:54.019+00,25.46
2026-02-12 15:14:59.037+00,25.29
2026-02-12 15:15:04.054+00,25.26
2026-02-12 15:15:09.095+00,24.55
2026-02-12 15:15:13.995+00,25.1
2026-02-12 15:15:19.108+00,24.58
2026-02-12 15:15:24.022+00,24.86
2026-02-12 15:15:29.046+00,24.92
2026-02-12 15:15:34.057+00,25.47
2026-02-12 15:15:39.178+00,25.3
2026-02-12 15:15:43.991+00,25.02
2026-02-12 15:15:49.011+00,24.65
2026-02-12 15:15:54.029+00,25.1
2026-02-12 15:15:59.043+00,24.8
2026-02-12 15:16:04.059+00,24.68
2026-02-12 15:16:09.1+00,24.84
2026-02-12 15:16:14.095+00,24.7
2026-02-12 15:16:19.01+00,24.67
2026-02-12 15:16:24.036+00,24.81
2026-02-12 15:16:29.045+00,24.9
2026-02-12 15:16:34.064+00,25.06
2026-02-12 15:16:38.978+00,24.94
2026-02-12 15:16:43.996+00,25.23
2026-02-12 15:16:49.116+00,25.36
2026-02-12 15:16:54.031+00,25.32
2026-02-12 15:16:59.15+00,25.25
2026-02-12 15:17:04.066+00,24.52
2026-02-12 15:17:09.11+00,24.76
2026-02-12 15:17:14.013+00,24.61
2026-02-12 15:17:19.017+00,25.21
2026-02-12 15:17:24.034+00,25.36
2026-02-12 15:17:29.052+00,24.85
2026-02-12 15:17:33.968+00,24.91
2026-02-12 15:17:38.983+00,24.8
2026-02-12 15:17:44.002+00,25.17
2026-02-12 15:17:48.958+00,24.52
2026-02-12 15:17:54.215+00,25.25
2026-02-12 15:17:59.057+00,24.67
2026-02-12 15:18:03.975+00,25.26
2026-02-12 15:18:09.332+00,25.46
2026-02-12 15:18:14.152+00,25.09
2026-02-12 15:18:20.15+00,25.29
2026-02-12 15:18:24.043+00,24.66
2026-02-12 15:18:29.062+00,25.35
2026-02-12 15:18:34.077+00,25.49
2026-02-12 15:18:39.097+00,24.86
2026-02-12 15:18:44.008+00,24.72
2026-02-12 15:18:49.024+00,24.8
2026-02-12 15:18:53.958+00,24.65
2026-02-12 15:18:59.068+00,24.58
2026-02-12 15:19:03.979+00,24.6
2026-02-12 15:19:08.993+00,24.87
2026-02-12 15:19:14.011+00,24.57
2026-02-12 15:19:19.028+00,24.62
2026-02-12 15:19:24.046+00,25.14
2026-02-12 15:19:29.064+00,24.81
2026-02-12 15:19:33.978+00,25.49
2026-02-12 15:19:38.999+00,25.42
2026-02-12 15:19:44.014+00,24.71
2026-02-12 15:19:49.03+00,25.09
2026-02-12 15:19:54.049+00,24.64
2026-02-12 15:19:59.067+00,25.46
2026-02-12 15:20:03.982+00,24.58
2026-02-12 15:20:08.999+00,25.37
2026-02-12 15:20:14.017+00,24.66
2026-02-12 15:20:19.034+00,24.9
2026-02-12 15:20:24.056+00,24.51
2026-02-12 15:20:29.07+00,24.67
2026-02-12 15:20:33.984+00,25.32
2026-02-12 15:20:39.006+00,25.34
2026-02-12 15:20:44.022+00,25.17
2026-02-12 15:20:49.037+00,24.67
2026-02-12 15:20:54.055+00,25.14
2026-02-12 15:20:59.073+00,24.97
2026-02-12 15:21:03.988+00,24.56
2026-02-12 15:21:09.006+00,24.69
2026-02-12 15:21:14.023+00,25.35
2026-02-12 15:21:19.041+00,24.67
2026-02-12 15:21:24.062+00,24.61
2026-02-12 15:21:28.974+00,25.24
2026-02-12 15:21:33.991+00,24.75
2026-02-12 15:21:39.011+00,25.15
2026-02-12 15:21:44.029+00,24.59
2026-02-12 15:21:49.045+00,25.14
2026-02-12 15:21:54.066+00,25
2026-02-12 15:21:58.986+00,24.84
2026-02-12 15:22:03.996+00,25.14
2026-02-12 15:22:08.956+00,24.86
2026-02-12 15:22:14.039+00,24.57
2026-02-12 15:22:19.048+00,25.01
2026-02-12 15:22:23.955+00,25.49
2026-02-12 15:22:28.98+00,25.42
2026-02-12 15:22:33.997+00,24.7
2026-02-12 15:22:38.956+00,24.77
2026-02-12 15:22:44.042+00,25.29
2026-02-12 15:22:49.048+00,25.13
2026-02-12 15:22:53.956+00,24.94
2026-02-12 15:22:58.985+00,25.49
2026-02-12 15:23:04.005+00,25.44
2026-02-12 15:23:08.956+00,25.48
2026-02-12 15:23:14.036+00,25.25
2026-02-12 15:23:19.053+00,24.87
2026-02-12 15:23:23.957+00,24.82
2026-02-12 15:23:28.993+00,24.79
2026-02-12 15:23:34.005+00,24.59
2026-02-12 15:23:38.954+00,25.35
2026-02-12 15:23:44.043+00,25.43
2026-02-12 15:23:48.957+00,25.47
2026-02-12 15:23:53.976+00,24.74
2026-02-12 15:23:58.989+00,25.29
2026-02-12 15:24:04.006+00,25.38
2026-02-12 15:24:08.956+00,24.68
2026-02-12 15:24:14.046+00,24.84
2026-02-12 15:24:19.06+00,25.43
2026-02-12 15:24:24.027+00,24.7
2026-02-12 15:24:29.096+00,25.04
2026-02-12 15:24:34.011+00,24.73
2026-02-12 15:24:39.062+00,25.12
2026-02-12 15:24:43.973+00,24.77
2026-02-12 15:24:49.062+00,24.58
2026-02-12 15:24:53.99+00,24.56
2026-02-12 15:25:11.76+00,25.15
2026-02-12 15:25:11.763+00,24.61
2026-02-12 15:25:11.766+00,24.92
2026-02-12 15:25:13.956+00,25.15
2026-02-12 15:25:19.066+00,24.84
2026-02-12 15:25:24.099+00,25.08
2026-02-12 15:25:29.262+00,24.67
2026-02-12 15:25:33.962+00,24.61
2026-02-12 15:25:39.037+00,25.09
2026-02-12 15:25:44.027+00,25.28
2026-02-12 15:25:49.078+00,25.22
2026-02-12 15:25:53.983+00,24.96
2026-02-12 15:25:59.077+00,24.78
2026-02-12 15:26:04.042+00,24.61
2026-02-12 15:26:09.142+00,25.21
2026-02-12 15:26:13.954+00,25.25
2026-02-12 15:26:19+00,25.02
2026-02-12 15:26:24.088+00,24.61
2026-02-12 15:26:29.125+00,25.15
2026-02-12 15:26:34.021+00,25
2026-02-12 15:26:39.041+00,25.16
2026-02-12 15:26:44.06+00,24.67
2026-02-12 15:26:48.973+00,25.42
2026-02-12 15:26:54.066+00,24.77
2026-02-12 15:26:59.076+00,25.43
2026-02-12 15:27:03.966+00,25.03
2026-02-12 15:27:09.045+00,24.89
2026-02-12 15:27:14.059+00,25.42
2026-02-12 15:27:18.975+00,24.6
2026-02-12 15:27:23.993+00,24.74
2026-02-12 15:27:29.01+00,25.49
2026-02-12 15:27:34.035+00,25.15
2026-02-12 15:27:39.046+00,24.78
2026-02-12 15:27:44.063+00,24.66
2026-02-12 15:27:48.979+00,24.91
2026-02-12 15:27:53.995+00,25.14
2026-02-12 15:27:59.021+00,24.54
2026-02-12 15:28:04.262+00,25.28
2026-02-12 15:28:09.03+00,25.32
2026-02-12 15:28:14.066+00,24.54
2026-02-12 15:28:19.009+00,25.12
2026-02-12 15:28:23.999+00,24.66
2026-02-12 15:28:29.025+00,25.16
2026-02-12 15:28:34.034+00,25.39
2026-02-12 15:28:39.054+00,24.57
2026-02-12 15:28:44.172+00,24.54
2026-02-12 15:28:48.986+00,24.62
2026-02-12 15:28:53.968+00,24.75
2026-02-12 15:28:59.038+00,25.02
2026-02-12 15:29:04.047+00,25.02
2026-02-12 15:29:08.968+00,25.26
2026-02-12 15:29:14.071+00,24.53
2026-02-12 15:29:18.987+00,25.02
2026-02-12 15:29:24.013+00,25.12
2026-02-12 15:29:29.022+00,24.79
2026-02-12 15:29:34.05+00,25.19
2026-02-12 15:29:39.16+00,25.27
2026-02-12 15:29:44.101+00,25.24
2026-02-12 15:29:49.003+00,25.15
2026-02-12 15:29:54.01+00,25.36
2026-02-12 15:29:59.049+00,25.09
2026-02-12 15:30:04.047+00,25
2026-02-12 15:30:09.062+00,24.72
2026-02-12 15:30:13.977+00,24.56
2026-02-12 15:30:18.994+00,24.64
2026-02-12 15:30:24.015+00,24.93
2026-02-12 15:30:29.034+00,24.74
2026-02-12 15:30:34.044+00,24.73
2026-02-12 15:30:39.064+00,25.06
2026-02-12 15:30:43.979+00,24.69
2026-02-12 15:30:48.996+00,25.2
2026-02-12 15:30:54.013+00,25.44
2026-02-12 15:30:59.032+00,25.02
2026-02-12 15:31:04.052+00,24.87
2026-02-12 15:31:09.068+00,25.48
2026-02-12 15:31:13.981+00,25.18
2026-02-12 15:31:19+00,25.44
2026-02-12 15:31:24.018+00,25.22
2026-02-12 15:31:29.051+00,25.45
2026-02-12 15:31:34.052+00,25.43
2026-02-12 15:31:38.967+00,25.03
2026-02-12 15:31:43.953+00,25.38
2026-02-12 15:31:49.003+00,24.79
2026-02-12 15:31:54.02+00,25.05
2026-02-12 15:31:59.142+00,25.49
2026-02-12 15:32:04.055+00,24.54
2026-02-12 15:32:09.074+00,25.02
2026-02-12 15:32:13.99+00,24.5
2026-02-12 15:32:19.006+00,25.08
2026-02-12 15:32:24.031+00,25.45
2026-02-12 15:32:29.047+00,25.34
2026-02-12 15:32:34.058+00,25.11
2026-02-12 15:32:38.975+00,24.82
2026-02-12 15:32:43.989+00,24.8
2026-02-12 15:32:49.015+00,24.85
2026-02-12 15:32:54.028+00,25.29
2026-02-12 15:32:59.043+00,25.43
2026-02-12 15:33:04.063+00,24.97
2026-02-12 15:33:08.976+00,25.2
2026-02-12 15:33:13.993+00,24.8
2026-02-12 15:33:19.011+00,24.92
2026-02-12 15:33:24.029+00,25.14
2026-02-12 15:33:29.055+00,24.82
2026-02-12 15:33:34.064+00,24.84
2026-02-12 15:33:39.093+00,25.33
2026-02-12 15:33:44.008+00,24.59
2026-02-12 15:33:49.019+00,24.57
2026-02-12 15:33:54.046+00,24.71
2026-02-12 15:33:59.062+00,25.46
2026-02-12 15:34:04.082+00,24.64
2026-02-12 15:34:09.139+00,25.04
2026-02-12 15:34:14.011+00,24.9
2026-02-12 15:34:19.018+00,24.85
2026-02-12 15:34:24.035+00,25.07
2026-02-12 15:34:29.055+00,24.78
2026-02-12 15:34:33.966+00,25.46
2026-02-12 15:34:38.989+00,25.12
2026-02-12 15:34:44.003+00,24.74
2026-02-12 15:34:49.021+00,24.55
2026-02-12 15:34:54.041+00,24.64
2026-02-12 15:34:59.059+00,25.45
2026-02-12 15:35:04.073+00,25.27
2026-02-12 15:35:08.989+00,24.88
2026-02-12 15:35:14.011+00,24.62
2026-02-12 15:35:18.95+00,25.49
2026-02-12 15:35:24.041+00,24.7
2026-02-12 15:35:29.062+00,25.04
2026-02-12 15:35:33.975+00,25.38
2026-02-12 15:35:38.997+00,25.14
2026-02-12 15:35:44.011+00,24.91
2026-02-12 15:35:49.026+00,25.13
2026-02-12 15:35:54.056+00,24.56
2026-02-12 15:35:59.061+00,24.75
2026-02-12 15:36:03.976+00,25.48
2026-02-12 15:36:08.995+00,25.12
2026-02-12 15:36:14.024+00,25.25
2026-02-12 15:36:19.03+00,24.86
2026-02-12 15:36:24.053+00,24.7
2026-02-12 15:36:29.064+00,25.24
2026-02-12 15:36:33.982+00,24.7
2026-02-12 15:36:39.004+00,25.11
2026-02-12 15:36:44.016+00,25.39
2026-02-12 15:36:49.036+00,25.26
2026-02-12 15:36:54.051+00,25.34
2026-02-12 15:36:59.068+00,25.17
2026-02-12 15:37:03.988+00,24.97
2026-02-12 15:37:09.003+00,25.39
2026-02-12 15:37:14.017+00,24.8
2026-02-12 15:37:19.038+00,25.31
2026-02-12 15:37:24.057+00,24.59
2026-02-12 15:37:29.081+00,24.96
2026-02-12 15:37:33.987+00,24.56
2026-02-12 15:37:39.01+00,25.45
2026-02-12 15:37:44.025+00,25.03
2026-02-12 15:37:49.038+00,24.67
2026-02-12 15:37:54.056+00,25.38
2026-02-12 15:37:58.976+00,25.01
2026-02-12 15:38:03.988+00,24.96
2026-02-12 15:38:09.007+00,25.17
2026-02-12 15:38:14.026+00,24.95
2026-02-12 15:38:19.047+00,24.5
2026-02-12 15:38:24.06+00,25.21
2026-02-12 15:38:28.979+00,25.01
2026-02-12 15:38:33.994+00,24.96
2026-02-12 15:38:39.009+00,24.56
2026-02-12 15:38:44.03+00,25.23
2026-02-12 15:38:49.043+00,25.39
2026-02-12 15:38:54.062+00,24.69
2026-02-12 15:38:58.986+00,24.78
2026-02-12 15:39:03.995+00,24.51
2026-02-12 15:39:09.012+00,24.91
2026-02-12 15:39:14.033+00,24.76
2026-02-12 15:39:19.048+00,25.37
2026-02-12 15:39:23.965+00,25.32
2026-02-12 15:39:28.986+00,24.67
2026-02-12 15:39:34.006+00,24.53
2026-02-12 15:39:39.016+00,25.48
2026-02-12 15:39:44.032+00,25.48
2026-02-12 15:39:49.051+00,25.45
2026-02-12 15:39:53.965+00,24.58
2026-02-12 15:39:58.994+00,24.9
2026-02-12 15:40:04.002+00,25.34
2026-02-12 15:40:09.02+00,25.05
2026-02-12 15:40:14.036+00,25.26
2026-02-12 15:40:19.053+00,25.34
2026-02-12 15:40:23.968+00,25.06
2026-02-12 15:40:28.993+00,25.15
2026-02-12 15:40:34.005+00,25.33
2026-02-12 15:40:39.02+00,24.78
2026-02-12 15:40:44.039+00,24.84
2026-02-12 15:40:48.947+00,24.82
2026-02-12 15:40:54.08+00,24.9
2026-02-12 15:40:58.997+00,25.46
2026-02-12 15:41:03.946+00,24.67
2026-02-12 15:41:09.03+00,24.95
2026-02-12 15:41:14.045+00,25.15
2026-02-12 15:41:18.946+00,25.01
2026-02-12 15:41:23.982+00,25.02
2026-02-12 15:41:29.096+00,24.57
2026-02-12 15:41:33.952+00,25.43
2026-02-12 15:41:39.029+00,25.3
2026-02-12 15:41:44.046+00,25.15
2026-02-12 15:41:48.972+00,24.64
2026-02-12 15:41:53.977+00,24.96
2026-02-12 15:41:58.998+00,25.41
2026-02-12 15:42:03.951+00,25.14
2026-02-12 15:42:09.03+00,24.91
2026-02-12 15:42:14.048+00,25.33
2026-02-12 15:42:18.955+00,24.67
2026-02-12 15:42:23.983+00,25.09
2026-02-12 15:42:29.021+00,24.51
2026-02-12 15:42:33.943+00,24.89
2026-02-12 15:42:39.033+00,24.83
2026-02-12 15:42:44.055+00,24.84
2026-02-12 15:42:48.944+00,25
2026-02-12 15:42:53.983+00,25.39
2026-02-12 15:42:59.014+00,24.55
2026-02-12 15:43:03.948+00,25.16
2026-02-12 15:43:09.036+00,25.15
2026-02-12 15:43:14.055+00,24.66
2026-02-12 15:43:18.944+00,24.78
2026-02-12 15:43:23.986+00,24.72
2026-02-12 15:43:29.005+00,25.16
2026-02-12 15:43:33.944+00,24.92
2026-02-12 15:43:39.039+00,25.08
2026-02-12 15:43:44.058+00,25.25
2026-02-12 15:43:48.945+00,24.59
2026-02-12 15:43:53.989+00,25.31
2026-02-12 15:43:59.01+00,24.95
2026-02-12 15:44:03.944+00,25.16
2026-02-12 15:44:09.043+00,25.24
2026-02-12 15:44:14.061+00,25.36
2026-02-12 15:44:18.946+00,25.05
2026-02-12 15:44:23.993+00,25.37
2026-02-12 15:44:29.01+00,24.82
2026-02-12 15:44:33.95+00,25.29
2026-02-12 15:44:39.047+00,25.44
2026-02-12 15:44:44.067+00,25.31
2026-02-12 15:44:48.957+00,24.77
2026-02-12 15:44:53.996+00,25.38
2026-02-12 15:44:59.013+00,25.33
2026-02-12 15:45:03.945+00,24.61
2026-02-12 15:45:09.053+00,24.64
2026-02-12 15:45:14.066+00,24.91
2026-02-12 15:45:18.958+00,25.45
2026-02-12 15:45:23.999+00,25.26
2026-02-12 15:45:29.019+00,24.72
2026-02-12 15:45:33.943+00,24.74
2026-02-12 15:45:39.051+00,25.11
2026-02-12 15:45:43.967+00,24.59
2026-02-12 15:45:48.941+00,24.88
2026-02-12 15:45:54.003+00,25.19
2026-02-12 15:45:59.019+00,25.1
2026-02-12 15:46:03.944+00,25.17
2026-02-12 15:46:09.054+00,24.73
2026-02-12 15:46:13.97+00,24.61
2026-02-12 15:46:18.942+00,24.94
2026-02-12 15:46:24.006+00,25.28
2026-02-12 15:46:29.023+00,25.18
2026-02-12 15:46:39.787+00,24.68
2026-02-12 15:46:39.791+00,24.58
2026-02-12 15:46:43.948+00,25.29
2026-02-12 15:46:48.996+00,25.29
2026-02-12 15:46:54.011+00,25.2
2026-02-12 15:46:58.946+00,25.19
2026-02-12 15:47:04.043+00,24.72
2026-02-12 15:47:08.958+00,24.7
2026-02-12 15:47:13.948+00,24.99
2026-02-12 15:47:18.996+00,25.02
2026-02-12 15:47:24.01+00,25.14
2026-02-12 15:47:28.944+00,24.77
2026-02-12 15:47:34.046+00,25.13
2026-02-12 15:47:39.064+00,25.26
2026-02-12 15:47:43.947+00,24.87
2026-02-12 15:47:48.997+00,24.9
2026-02-12 15:47:54.013+00,24.83
2026-02-12 15:47:58.943+00,25.06
2026-02-12 15:48:04.049+00,24.66
2026-02-12 15:48:09.078+00,24.57
2026-02-12 15:48:13.943+00,24.89
2026-02-12 15:48:19+00,24.5
2026-02-12 15:48:24.017+00,24.93
2026-02-12 15:48:28.942+00,24.85
2026-02-12 15:48:34.053+00,25.29
2026-02-12 15:48:38.974+00,24.68
2026-02-12 15:48:43.954+00,25.31
2026-02-12 15:48:49.005+00,25.48
2026-02-12 15:48:54.021+00,24.87
2026-02-12 15:48:58.943+00,25.48
2026-02-12 15:49:04.055+00,24.8
2026-02-12 15:49:08.974+00,24.58
2026-02-12 15:49:13.942+00,24.61
2026-02-12 15:49:19.005+00,25.29
2026-02-12 15:49:24.024+00,24.9
2026-02-12 15:49:28.952+00,24.52
2026-02-12 15:49:34.061+00,24.99
2026-02-12 15:49:38.974+00,25.02
2026-02-12 15:49:43.942+00,25.25
2026-02-12 15:49:49.009+00,24.78
2026-02-12 15:49:54.026+00,25.36
2026-02-12 15:49:58.962+00,24.5
2026-02-12 15:50:03.964+00,24.84
2026-02-12 15:50:08.977+00,25.29
2026-02-12 15:50:13.943+00,24.81
2026-02-12 15:50:19.011+00,24.52
2026-02-12 15:50:24.031+00,25.22
2026-02-12 15:50:28.947+00,24.88
2026-02-12 15:50:34.067+00,24.97
2026-02-12 15:50:38.979+00,25.12
2026-02-12 15:50:43.941+00,24.93
2026-02-12 15:50:49.013+00,24.58
2026-02-12 15:50:54.033+00,24.88
2026-02-12 15:50:58.947+00,25.14
2026-02-12 15:51:03.971+00,25.25
2026-02-12 15:51:08.983+00,25.3
2026-02-12 15:51:13.941+00,25
2026-02-12 15:51:19.018+00,25.45
2026-02-12 15:51:24.036+00,24.61
2026-02-12 15:51:28.942+00,24.73
2026-02-12 15:51:33.975+00,25.01
2026-02-12 15:51:38.986+00,25.08
2026-02-12 15:51:43.942+00,25.38
2026-02-12 15:51:49.02+00,25.17
2026-02-12 15:51:54.039+00,24.62
2026-02-12 15:51:58.941+00,24.91
2026-02-12 15:52:03.982+00,25.12
2026-02-12 15:52:08.994+00,24.82
2026-02-12 15:52:13.94+00,24.69
2026-02-12 15:52:19.033+00,24.97
2026-02-12 15:52:24.049+00,25.31
2026-02-12 15:52:28.941+00,24.62
2026-02-12 15:52:33.976+00,24.53
2026-02-12 15:52:38.997+00,25.13
2026-02-12 15:52:43.944+00,25.23
2026-02-12 15:52:48.94+00,25.36
2026-02-12 15:52:53.942+00,25.34
2026-02-12 15:52:58.943+00,25.12
2026-02-12 15:53:03.978+00,24.72
2026-02-12 15:53:08.994+00,25.18
2026-02-12 15:53:13.936+00,25.33
2026-02-12 15:53:19.03+00,25.4
2026-02-12 15:53:24.048+00,24.57
2026-02-12 15:53:28.97+00,24.52
2026-02-12 15:53:33.98+00,24.74
2026-02-12 15:53:39+00,25.03
2026-02-12 15:53:44.022+00,24.97
2026-02-12 15:53:49.032+00,25.47
2026-02-12 15:53:54.051+00,24.7
2026-02-12 15:53:58.964+00,24.86
2026-02-12 15:54:03.991+00,25.23
2026-02-12 15:54:09+00,25.2
2026-02-12 15:54:14.018+00,25.07
2026-02-12 15:54:19.037+00,24.59
2026-02-12 15:54:24.053+00,25.36
2026-02-12 15:54:28.97+00,25.48
2026-02-12 15:54:33.987+00,25.25
2026-02-12 15:54:39.002+00,25.18
2026-02-12 15:54:44.023+00,25.2
2026-02-12 15:54:49.037+00,25.25
2026-02-12 15:54:53.953+00,25.31
2026-02-12 15:54:58.971+00,24.52
2026-02-12 15:55:03.991+00,25.25
2026-02-12 15:55:09.007+00,25.44
2026-02-12 15:55:14.036+00,24.55
2026-02-12 15:55:19.042+00,25.44
2026-02-12 15:55:23.958+00,24.58
2026-02-12 15:55:28.975+00,24.64
2026-02-12 15:55:33.992+00,24.89
2026-02-12 15:55:39.01+00,25.05
2026-02-12 15:55:44.026+00,24.52
2026-02-12 15:55:49.056+00,25.48
2026-02-12 15:55:54.062+00,24.57
2026-02-12 15:55:58.979+00,24.54
2026-02-12 15:56:03.995+00,25.45
2026-02-12 15:56:09.014+00,24.81
2026-02-12 15:56:14.031+00,24.79
2026-02-12 15:56:19.047+00,25.2
2026-02-12 15:56:23.963+00,25.42
2026-02-12 15:56:28.993+00,24.5
